"","District Name","School Name","County Name","School Type (School)","Census Day Enrollment (School)","English Learners % (School)","American Indian or Alaska Native % (School)","Asian % (School)","Black or African American % (School)","Filipino % (School)","Hispanic or Latino % (School)","Native Hawaiian or Pac Islander % (School)","Two or More Races % (School)","None Reported % (School)","White % (School)","Free/Reduced Meals % (School)","Per Pupil Ratio: Teacher (School)","Avg Years Teaching (School)","Suspension Rate (School)","SAT Avg Results-Mathematics # (School)","SAT Avg Results-Writing # (School)","Current Exp of Educ per ADA (Ed Code 41372) (District)","Gen Fund Exp by Activity - 1000-1999 Instruction Exp % (District)","Gen Fund Exp by Activity - 2000-2999 Instruc-related Svcs Exp % (District)","Gen Fund Exp by Activity - 3000-3999 Pupil Services Exp % (District)","Gen Fund Exp by Activity - 4000-4999 Ancillary Services Exp % (District)","Gen Fund Exp by Activity - 5000-5999 Community Services Exp % (District)","Gen Fund Exp by Activity - 6000-6999 Enterprise Exp % (District)","Gen Fund Exp by Activity - 7000-7999 General Administration Exp % (District)","Gen Fund Exp by Activity - 8000-8999 Plant Services Exp % (District)","Teacher Salary-Avg (District)"
"496","Long Beach Unified","Wilson High","Los Angeles","High School","3792","12.5","0.3","7.2","11.7","1.8","54.7","0.8","0.9","1.8","20.8","56.7","24.6","16","3.9","464","465","11073","65","11","7","0","1","0","4","12","89097"
"497","Long Beach Unified","Cabrillo High","Los Angeles","High School","2630","21.2","0.2","3.5","14","9.2","68.4","2.2","0.5","0.5","1.6","80.7","23.1","14","9.3","504","490","11073","65","11","7","0","1","0","4","12","89097"
"498","Long Beach Unified","Jordan High","Los Angeles","High School","3195","22.6","0.3","3.8","18.5","1.4","70.9","2.9","0.4","0.4","1.4","78.8","22.5","15","6.2","404","394","11073","65","11","7","0","1","0","4","12","89097"
"499","Long Beach Unified","Eunice Sato Academy of Math & Science","Los Angeles","High School","121","1.7","0","19.8","6.6","9.1","31.4","0","2.5","5","25.6","40.5","16.1","11","0","N/A","N/A","11073","65","11","7","0","1","0","4","12","89097"
"500","Long Beach Unified","Lakewood High","Los Angeles","High School","3378","4.9","0.3","8.2","17.7","5.4","44.1","2.6","1.5","1.2","19","50.9","23.6","15","5.2","454","447","11073","65","11","7","0","1","0","4","12","89097"
"501","Long Beach Unified","Millikan High","Los Angeles","High School","3616","7.3","0.2","3.8","9","2.8","51.5","0.7","1.5","1.5","28.9","44.5","24.1","16","2.9","467","466","11073","65","11","7","0","1","0","4","12","89097"
"502","Long Beach Unified","Ernest S. McBride, Sr. High","Los Angeles","High School","565","1.4","0.2","6.9","11.5","4.1","40.5","0.4","3.2","3.7","29.6","39.8","22","11","2.6","N/A","N/A","11073","65","11","7","0","1","0","4","12","89097"
"503","Long Beach Unified","Polytechnic High","Los Angeles","High School","4370","12.1","0.1","17","20.9","5.7","40","2","1.6","1","11.7","58.1","24.3","15","3.3","496","484","11073","65","11","7","0","1","0","4","12","89097"
"504","Long Beach Unified","California Academy of Mathematics and Science","Los Angeles","High School","681","N/A","0.3","15.7","13.4","14.1","42.3","1","3.8","0.4","9","42.6","28.4","13","0.1","605","590","11073","65","11","7","0","1","0","4","12","89097"
"505","Los Alamitos Unified","Los Alamitos High","Orange","High School","3336","0.5","0.3","10.1","3.3","3.4","23.3","0.8","5.3","0","53.4","12.1","27.5","12","2.2","538","520","9376","67","8","5","0","0","0","6","10","96771"
"506","Los Angeles County Office of Education","Los Angeles International Charter High","Los Angeles","High School","230","4.3","0.4","0","2.2","1.7","94.3","0","0","0.4","0.9","75.2","17.7","3","3.7","440","431","N/A","33","17","14","0","4","2","15","7","N/A"
"507","Los Angeles County Office of Education","International Polytechnic High","Los Angeles","High School","558","1.8","0.2","9.3","3","9.7","61.6","0.2","3","0.2","12.7","26.7","27","11","0.2","518","508","N/A","33","17","14","0","4","2","15","7","N/A"
"508","Los Angeles County Office of Education","Optimist Charter","Los Angeles","High School","119","16","0","0","29.4","0","53.8","0","0","0","16.8","98.3","9.9","2","6.2","N/A","N/A","N/A","33","17","14","0","4","2","15","7","N/A"
"509","Los Angeles Unified","Bell Senior High","Los Angeles","High School","3049","13.7","0","0.1","0.2","0.1","96.9","0","0","0.3","2.4","89.4","20.5","17","0.4","428","417","12910","59","13","9","2","0","0","7","10","73658"
"510","Los Angeles Unified","Academy of Science and Engineering","Los Angeles","High School","226","13.3","0","0","16.4","0","83.6","0","0","0","0","93.4","18.5","2","2.1","366","381","12910","59","13","9","2","0","0","7","10","73658"
"511","Los Angeles Unified","Abraham Lincoln Senior High","Los Angeles","High School","1030","15","0.2","23.8","1.4","0.5","72.6","0.1","0.5","0.1","0.9","89.9","18.7","18","0","459","418","12910","59","13","9","2","0","0","7","10","73658"
"512","Los Angeles Unified","Edward R. Roybal Learning Center","Los Angeles","High School","1107","27.4","0","4.7","2.3","4.1","86.8","0.3","0.5","0.5","0.9","88.3","19","13","0.3","406","393","12910","59","13","9","2","0","0","7","10","73658"
"513","Los Angeles Unified","Magnolia Science Academy 5","Los Angeles","High School","148","27.7","0","0.7","4.7","4.1","81.8","0","0.7","0","8.1","88.5","18.3","2","0","N/A","N/A","12910","59","13","9","2","0","0","7","10","73658"
"514","Los Angeles Unified","Academy for Multilingual Arts and Science at Mervyn M. Dymally High","Los Angeles","High School","703","24.2","0.1","0","23.6","0.1","75.2","0","0.1","0","0.7","92","21.1","10","1.6","371","356","12910","59","13","9","2","0","0","7","10","73658"
"515","Los Angeles Unified","School of Business and Tourism at Contreras Learning Complex","Los Angeles","High School","461","17.8","0","1.7","1.1","0.4","94.1","0.2","0.4","0","2","92.4","19.6","11","0.4","393","389","12910","59","13","9","2","0","0","7","10","73658"
"516","Los Angeles Unified","Magnolia Science Academy 4","Los Angeles","High School","184","9.2","0","1.1","10.3","1.1","78.3","0.5","0.5","0.5","7.6","76.1","16.7","3","0","421","442","12910","59","13","9","2","0","0","7","10","73658"
"517","Los Angeles Unified","Academies of Education and Empowerment at Carson High","Los Angeles","High School","563","4.8","0.2","1.2","17.8","22.4","51","4.4","0.9","0","2.1","61.3","26.7","17","0","417","420","12910","59","13","9","2","0","0","7","10","73658"
"518","Los Angeles Unified","PUC Lakeview Charter High","Los Angeles","High School","416","7.2","0.2","0.7","1.9","1.7","93","0","0","1.2","1.2","74.3","18.1","3","3.5","409","405","12910","59","13","9","2","0","0","7","10","73658"
"519","Los Angeles Unified","Manual Arts Senior High","Los Angeles","High School","1553","26.7","0.1","0.2","17.2","0.1","80.1","0.2","0.2","0.1","1.9","89.7","18.5","11","1.7","364","371","12910","59","13","9","2","0","0","7","10","73658"
"520","Los Angeles Unified","Santee Education Complex","Los Angeles","High School","1808","26.8","0.1","0.3","6.1","0.1","91.9","0","0","0.8","0.7","92.3","20.3","12","1.1","384","384","12910","59","13","9","2","0","0","7","10","73658"
"521","Los Angeles Unified","Academy of Medical Arts at Carson High","Los Angeles","High School","510","4.3","0.2","2.7","8.8","41.2","39.2","4.1","1.8","0.2","1.8","60.6","24.9","18","0.2","450","428","12910","59","13","9","2","0","0","7","10","73658"
"522","Los Angeles Unified","Alexander Hamilton Senior High","Los Angeles","High School","2879","6.7","0.2","2.7","28.4","1.2","49.7","0.4","1.2","0.8","15.3","62.8","22.6","16","2","461","471","12910","59","13","9","2","0","0","7","10","73658"
"523","Los Angeles Unified","Magnolia Science Academy 2","Los Angeles","High School","487","12.9","0","2.5","2.9","2.3","82.3","0.2","1","0","8.8","79.5","22.8","3","0.5","426","430","12910","59","13","9","2","0","0","7","10","73658"
"524","Los Angeles Unified","Ulysses S. Grant Senior High","Los Angeles","High School","1960","16.8","0.4","2","3.7","1.9","57.9","0.1","0.2","0.2","33.7","73.5","22.7","18","0.2","436","440","12910","59","13","9","2","0","0","7","10","73658"
"525","Los Angeles Unified","Green Design at Diego Rivera Learning Complex","Los Angeles","High School","480","25.2","0","0","4.6","0","94.2","0","0","0","1.3","91","21.3","11","0","405","403","12910","59","13","9","2","0","0","7","10","73658"
"526","Los Angeles Unified","Animo Pat Brown","Los Angeles","High School","617","13.1","0","0","1.1","0","98.4","0","0","0.3","0.2","98.1","20.6","4","4.8","423","400","12910","59","13","9","2","0","0","7","10","73658"
"527","Los Angeles Unified","Alliance Alice M. Baxter College-Ready High","Los Angeles","High School","220","5.9","0.5","3.2","5.9","0.5","78.6","0.9","0","0","10.5","81.4","24.4","1","0.4","N/A","N/A","12910","59","13","9","2","0","0","7","10","73658"
"528","Los Angeles Unified","Alliance Cindy and Bill Simon Technology Academy High","Los Angeles","High School","514","18.3","0.2","0","8.4","0.2","90.7","0","0","0","0.6","99.4","17.5","1","0","381","356","12910","59","13","9","2","0","0","7","10","73658"
"529","Los Angeles Unified","East Valley Senior High","Los Angeles","High School","612","23.7","0.2","2","4.9","0.2","88.1","0.2","0.5","0","4.1","90.5","17.2","12","1.7","376","367","12910","59","13","9","2","0","0","7","10","73658"
"530","Los Angeles Unified","Alain Leroy Locke College Preparatory Academy","Los Angeles","High School","1684","26.2","0.3","0","27","0","70.7","0","0.7","1.2","0.2","94.2","18.7","4","11.7","359","353","12910","59","13","9","2","0","0","7","10","73658"
"531","Los Angeles Unified","Alliance Gertz-Ressler Richard Merkin 6-12 Complex","Los Angeles","High School","980","11.8","0.1","0.1","1.5","0","94.2","0","0","0","4.1","96.8","21.3","2","0.6","432","441","12910","59","13","9","2","0","0","7","10","73658"
"532","Los Angeles Unified","Alliance Judy Ivie Burton Technology Academy High","Los Angeles","High School","600","8.8","0","0","4.2","0","95.3","0","0.2","0","0.3","96","21.3","2","0","419","400","12910","59","13","9","2","0","0","7","10","73658"
"533","Los Angeles Unified","Science, Technology, Engineering, Arts and Mathematics at Legacy High School Com","Los Angeles","High School","566","13.1","0","0","0.5","0","98.2","0","0","0","1.2","85.9","26.9","11","0.2","406","397","12910","59","13","9","2","0","0","7","10","73658"
"534","Los Angeles Unified","Crenshaw Science, Technology, Engineering, Math and Medicine Magnet","Los Angeles","High School","900","12.1","0.2","0.1","67","0.1","29","0","0.3","2.1","1.1","86.6","16.1","13","1.7","377","380","12910","59","13","9","2","0","0","7","10","73658"
"535","Los Angeles Unified","Alliance Margaret M. Bloomfield Technology Academy High","Los Angeles","High School","280","17.1","0","0","0","0","95.4","0","0","0","4.6","93.6","20","1","0","N/A","N/A","12910","59","13","9","2","0","0","7","10","73658"
"536","Los Angeles Unified","Sylmar Charter High","Los Angeles","High School","1988","13.7","0.1","0.3","1.9","0.5","94.1","0.2","0.3","0.4","2.5","80.7","22.1","16","0.6","415","390","12910","59","13","9","2","0","0","7","10","73658"
"537","Los Angeles Unified","Alliance Ouchi-O'Donovan 6-12 Complex","Los Angeles","High School","1003","18.2","0.1","0.2","6.4","0","92.4","0","0","0","0.9","95.1","20.9","1","0","422","436","12910","59","13","9","2","0","0","7","10","73658"
"538","Los Angeles Unified","Alliance Patti And Peter Neuwirth Leadership Academy","Los Angeles","High School","630","14.4","0.2","0","5.4","0","94.1","0","0","0","0.3","95.4","18.6","2","0","387","382","12910","59","13","9","2","0","0","7","10","73658"
"539","Los Angeles Unified","Alliance Piera Barabaglia Shaheen Health Services Academy","Los Angeles","High School","453","17.4","0","0.2","12.4","0.2","76.6","0.7","0","0","9.9","89.8","16.2","1","0.6","390","401","12910","59","13","9","2","0","0","7","10","73658"
"540","Los Angeles Unified","Alliance Renee and Meyer Luskin Academy High","Los Angeles","High School","554","15.9","0","0.2","19.5","0","80","0","0","0","0.4","94","18.5","2","0","379","360","12910","59","13","9","2","0","0","7","10","73658"
"541","Los Angeles Unified","Alliance Susan and Eric Smidt Technology High","Los Angeles","High School","514","14.8","1.9","2.1","1.9","0.4","91.8","0","0","0","1.8","91.1","18.9","1","0.2","384","383","12910","59","13","9","2","0","0","7","10","73658"
"542","Los Angeles Unified","Alliance Ted K. Tajima High","Los Angeles","High School","262","20.2","0","0.8","1.5","1.9","95","0","0","0","0.8","87.8","15.2","1","0.7","403","398","12910","59","13","9","2","0","0","7","10","73658"
"543","Los Angeles Unified","Alliance Dr. Olga Mohan High","Los Angeles","High School","451","10.9","0","0.4","0.4","0","96.9","0","0","0","2.2","96","17.3","2","0.9","474","450","12910","59","13","9","2","0","0","7","10","73658"
"544","Los Angeles Unified","Reseda Senior High","Los Angeles","High School","1597","19.1","0.3","3.9","4.3","2.9","77.1","0.2","0.4","0.5","10.5","79.5","19.4","16","1.7","422","424","12910","59","13","9","2","0","0","7","10","73658"
"545","Los Angeles Unified","Valley Academy of Arts and Sciences","Los Angeles","High School","1201","5.7","0.7","3.2","5.3","7.4","58.6","0.4","1.6","0.4","22.4","61","24.3","15","0.7","424","438","12910","59","13","9","2","0","0","7","10","73658"
"546","Los Angeles Unified","Contreras Learning Center-Los Angeles School of Global Studies","Los Angeles","High School","382","26.4","0.3","1","1","0.5","96.6","0","0","0","0.5","92.9","19.1","9","0","381","358","12910","59","13","9","2","0","0","7","10","73658"
"547","Los Angeles Unified","Contreras Learning Center-School of Social Justice","Los Angeles","High School","511","24.3","0","0","0.8","1","96.7","0","0","0.4","1.2","90.6","19.7","10","0.4","384","377","12910","59","13","9","2","0","0","7","10","73658"
"548","Los Angeles Unified","Humanitas Academy of Art and Technology at Esteban E. Torres High No. 4","Los Angeles","High School","412","18","0.2","0","0.2","0","97.3","0","0","0.7","1.5","90","22.3","15","0.9","374","390","12910","59","13","9","2","0","0","7","10","73658"
"549","Los Angeles Unified","Humanities and Arts","Los Angeles","High School","438","4.8","0","0.5","20.5","3.2","61.2","4.1","2.5","0.2","7.8","84","19.9","14","0","387","419","12910","59","13","9","2","0","0","7","10","73658"
"550","Los Angeles Unified","San Fernando Senior High","Los Angeles","High School","2222","14.8","0.5","0.4","0.8","0.4","95.5","0","0.1","0.6","1.7","89.5","20.4","17","0.9","421","411","12910","59","13","9","2","0","0","7","10","73658"
"551","Los Angeles Unified","Huntington Park Senior High","Los Angeles","High School","1701","19.3","0.1","0.2","1.2","0.1","97.4","0","0.1","0.4","0.5","87.7","20.7","10","0.2","397","389","12910","59","13","9","2","0","0","7","10","73658"
"552","Los Angeles Unified","Valor Academy High","Los Angeles","High School","344","11.6","0.3","1.5","1.5","0.6","91.6","0","0","2.3","2.3","83.7","17.4","2","0","N/A","N/A","12910","59","13","9","2","0","0","7","10","73658"
"553","Los Angeles Unified","Helen Bernstein High","Los Angeles","High School","579","40.6","0.5","2.6","4","3.3","84.6","0.2","0.2","0.3","4.3","82.9","17.4","13","1","401","384","12910","59","13","9","2","0","0","7","10","73658"
"554","Los Angeles Unified","Magnolia Science Academy 6","Los Angeles","High School","165","15.2","0","0.6","10.3","0","85.5","0","0.6","0","3","84.2","21.4","2","0.6","N/A","N/A","12910","59","13","9","2","0","0","7","10","73658"
"555","Los Angeles Unified","Esteban Torres East LA Performing Arts Magnet","Los Angeles","High School","382","14.4","0.5","0.5","1.3","0","95.3","0","0","0.5","1.8","91.1","16.4","14","0.7","384","389","12910","59","13","9","2","0","0","7","10","73658"
"556","Los Angeles Unified","Alliance Tennenbaum Family Technology High","Los Angeles","High School","408","12.5","0.5","2.5","0.5","3.4","90.7","0","0","0","2.5","90.7","22.5","2","0.2","415","402","12910","59","13","9","2","0","0","7","10","73658"
"557","Los Angeles Unified","Discovery Charter Preparatory School #2","Los Angeles","High School","259","22.4","0","0","0","0","99.6","0","0","0.4","0","87.6","15.2","3","7.2","388","387","12910","59","13","9","2","0","0","7","10","73658"
"558","Los Angeles Unified","Verdugo Hills Senior High","Los Angeles","High School","1418","8.5","1","2.9","4.7","3.2","54.9","0.2","1.1","0","32.1","68.9","20.3","18","0.4","477","455","12910","59","13","9","2","0","0","7","10","73658"
"559","Los Angeles Unified","Susan Miller Dorsey Senior High","Los Angeles","High School","1124","18.5","0.1","0.2","51.6","0","45","0.2","0.5","1.2","1.2","78.6","20.2","16","2.3","367","373","12910","59","13","9","2","0","0","7","10","73658"
"560","Los Angeles Unified","South East High","Los Angeles","High School","2105","16.8","0.3","0","1.6","0","97.4","0","0","0.1","0.5","89","21.6","13","0.1","415","433","12910","59","13","9","2","0","0","7","10","73658"
"561","Los Angeles Unified","North Valley Military Institute College Preparatory Academy","Los Angeles","High School","495","18.6","0.4","0.6","2.4","0.4","92.1","0","1","0","3","85.3","21.3","3","2.1","403","406","12910","59","13","9","2","0","0","7","10","73658"
"562","Los Angeles Unified","Animo College Preparatory Academy","Los Angeles","High School","533","27.8","0.6","0","12.6","0","85.2","0","0.2","1.5","0","93.6","22.2","3","22.4","357","358","12910","59","13","9","2","0","0","7","10","73658"
"563","Los Angeles Unified","Northridge Academy High","Los Angeles","High School","1072","5","0.2","2.5","3.5","6.8","67.3","0.4","0.9","0","18.5","70.8","25.2","16","0.4","437","432","12910","59","13","9","2","0","0","7","10","73658"
"564","Los Angeles Unified","Animo Jackie Robinson High","Los Angeles","High School","612","17.6","0","0","2.6","0","95.6","0","0","1.8","0","97.7","21.1","4","2.1","381","375","12910","59","13","9","2","0","0","7","10","73658"
"565","Los Angeles Unified","Executive Preparatory Academy of Finance","Los Angeles","High School","202","7.9","0","0.5","82.7","0","15.8","0","0.5","0.5","0","87.1","18.4","1","1.8","N/A","N/A","12910","59","13","9","2","0","0","7","10","73658"
"566","Los Angeles Unified","Augustus F. Hawkins High B Community Health Advocates","Los Angeles","High School","454","30.8","0.2","0","15.6","0.2","82.2","0","0.2","0.7","0.9","88.5","17.2","10","0.6","355","380","12910","59","13","9","2","0","0","7","10","73658"
"567","Los Angeles Unified","Animo Ralph Bunche Charter High","Los Angeles","High School","618","20.1","0.2","0","0.5","0","99","0","0","0.2","0.2","97.2","22.1","4","9.4","390","393","12910","59","13","9","2","0","0","7","10","73658"
